school_code,AgeID,school_name,street,town_suburb,postcode,student_number,ICSEA_Value,level_of_schooling,selective_school,opportunity_class,school_specialty_type,school_subtype,preschool_ind,distance_education,intensive_english_centre,school_gender,phone,school_email,fax,late_opening_school,lga,electorate,fed_electorate,operational_directorate,principal_network,local_health_district,aecg_region,ASGS_remoteness,latitude,longitude
1183,17401,Belmont Public School,Livingstone St,Belmont ,2280,268,940,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4945 4858,belmont-p.school@det.nsw.edu.au,4947 7823,N,Lake Macquarie (C),Swansea,Shortland,Tamworth & Coffs Harbour,Lake Macquarie East,Hunter New England,Hunter,Major Cities of Australia,-33.030134,151.662203
1185,8559,Belmore North Public School,Burwood Rd,Belmore ,2192,340,964,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,9750 0652,belmorenth-p.school@det.nsw.edu.au,9758 1109,N,Canterbury (C),Canterbury,Watson,Ultimo,Canterbury,Sydney,Metropolitan South West,Major Cities of Australia,-33.909885,151.084885
1186,8560,Belmore South Public School,Nelson Ave & Canterbury Rd,Belmore ,2192,247,970,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,9759 4388,belmoresth-p.school@det.nsw.edu.au,9740 4323,N,Canterbury (C),Canterbury,Watson,Ultimo,Canterbury,Sydney,Metropolitan South West,Major Cities of Australia,-33.925735,151.091985
1189,10185,Bemboka Public School,Kameruka St,Bemboka ,2550,51,950,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6493 0229,bemboka-p.school@det.nsw.edu.au,6493 0452,N,Bega Valley (A),Bega,Eden-Monaro,Dubbo & Wagga Wagga,Far South Coast,Southern NSW,Lower South Coast,Outer Regional Australia,-36.631309,149.571075
1191,9380,Bendemeer Public School,Charles St,Bendemeer ,2355,17,904,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6769 6532,bendemeer-p.school@det.nsw.edu.au,6769 6400,N,Tamworth Regional (A),Tamworth,New England,Tamworth & Coffs Harbour,Tamworth,Hunter New England,North Western 2,Outer Regional Australia,-30.886984,151.150991
1196,9414,Ben Lomond Public School,Inn Rd,Ben Lomond ,2365,7,1002,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6733 2001,benlomond-p.school@det.nsw.edu.au,6733 2104,N,Guyra (A),Northern Tablelands,New England,Tamworth & Coffs Harbour,Northern Tablelands,Hunter New England,North Western 2,Outer Regional Australia,-30.017024,151.661287
1198,9374,Ben Venue Public School,Erskine St,Armidale ,2350,565,1022,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6772 4263,benvenue-p.school@det.nsw.edu.au,6771 2037,N,Armidale Dumaresq (A),Northern Tablelands,New England,Tamworth & Coffs Harbour,Northern Tablelands,Hunter New England,North Western 2,Inner Regional Australia,-30.502884,151.67462
1199,5498,Berala Public School,Harrow Rd,Berala,2141,852,1000,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,9649 7146,berala-p.school@det.nsw.edu.au,9749 2298,N,Auburn (C),Auburn,Blaxland,Ultimo,Strathfield,Western Sydney,Metropolitan South West,Major Cities of Australia,-33.869714,151.028244
1201,9183,Beresfield Public School,181-183 Anderson Dr (Cnr Lawson Ave),Beresfield,2322,290,916,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4966 1146,beresfield-p.school@det.nsw.edu.au,4966 2492,N,Newcastle (C),Wallsend,Paterson,Tamworth & Coffs Harbour,Maitland,Hunter New England,Hunter,Major Cities of Australia,-32.803964,151.654863
1202,9969,Berkeley Public School,George St,Berkeley ,2506,335,906,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4271 1171,berkeley-p.school@det.nsw.edu.au,4271 4304,N,Wollongong (C),Wollongong,Whitlam,Dubbo & Wagga Wagga,Wollongong,Illawarra Shoalhaven,Upper South Coast,Major Cities of Australia,-34.480214,150.856493
1203,8706,Berkeley Vale Public School,Pindarri Ave,Berkeley Vale ,2259,775,990,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4388 1796,berkeleyva-p.school@det.nsw.edu.au,4389 1178,N,Wyong (A),The Entrance,Dobell,Macquarie Park,Wyong,Central Coast,Central Coast,Major Cities of Australia,-33.350515,151.435888
1204,10178,Bermagui Public School,George St,Bermagui ,2546,169,928,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6493 4271,bermagui-p.school@det.nsw.edu.au,6493 4425,N,Bega Valley (A),Bega,Eden-Monaro,Dubbo & Wagga Wagga,Far South Coast,Southern NSW,Lower South Coast,Outer Regional Australia,-36.420776,150.063625
1205,7676,Berowra Public School,Hillcrest Rd,Berowra ,2081,395,1095,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,9456 1319,berowra-p.school@det.nsw.edu.au,9456 3375,N,Hornsby (A),Hornsby,Berowra,Macquarie Park,Hornsby,Northern Sydney,Metropolitan North,Major Cities of Australia,-33.618522,151.148996
1206,10424,Berridale Public School,Oliver St,Berridale ,2628,71,986,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6456 3228,berridale-p.school@det.nsw.edu.au,6456 3429,N,Snowy River (A),Monaro,Eden-Monaro,Dubbo & Wagga Wagga,Queanbeyan,Southern NSW,Lower South Coast,Outer Regional Australia,-36.371444,148.827209
1207,10636,Berrigan Public School,25-29 Momalong St,Berrigan ,2712,82,952,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,03 5885 2209,berrigan-p.school@det.nsw.edu.au,03 5885 2661,N,Berrigan (A),Murray,Farrer,Dubbo & Wagga Wagga,Deniliquin,Murrumbidgee,Riverina 2 ,Outer Regional Australia,-35.659667,145.815664
1209,10244,Berrima Public School,Oxley St,Berrima ,2577,140,1027,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4877 1262,berrima-p.school@det.nsw.edu.au,4877 1041,N,Wingecarribee (A),Goulburn,Whitlam,Ultimo,Wollondilly,South Western Sydney,Upper South Coast,Inner Regional Australia,-34.485882,150.340775
1211,10052,Berry Public School,Victoria St,Berry ,2535,338,1069,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4464 1158,berry-p.school@det.nsw.edu.au,4464 1664,N,Shoalhaven (C),Kiama,Gilmore,Dubbo & Wagga Wagga,South Coast,Illawarra Shoalhaven,Upper South Coast,Inner Regional Australia,-34.778317,150.689706
1215,8601,Beverly Hills Public School,Stoney Creek & King Georges Rds,Beverly Hills ,2209,527,1050,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,9580 5074,beverlyhi-p.school@det.nsw.edu.au,9580 7052,N,Hurstville (C),Kogarah,Barton,Ultimo,Canterbury,South Eastern Sydney,Metropolitan East,Major Cities of Australia,-33.953449,151.085209
1217,9778,Bexhill Public School,12 Withers St,Bexhill,2480,103,1037,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6628 4223,bexhill-p.school@det.nsw.edu.au,6628 4248,N,Lismore (C),Lismore,Page,Tamworth & Coffs Harbour,Lismore,Northern NSW,Upper North Coast,Inner Regional Australia,-28.766026,153.345835
1223,10416,Bigga Public School,Blackman St,Bigga ,2583,13,1022,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4835 2236,bigga-p.school@det.nsw.edu.au,4835 2246,N,Upper Lachlan Shire (A),Goulburn,Hume,Dubbo & Wagga Wagga,Southern Tablelands,Southern NSW,Western 1 ,Outer Regional Australia,-34.0847,149.144602
1224,9923,Bilambil Public School,Bilambil Rd,Bilambil ,2486,312,990,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,07 5590 7210,bilambil-p.school@det.nsw.edu.au,07 5590 7075,N,Tweed (A),Tweed,Richmond,Tamworth & Coffs Harbour,Tweed,Northern NSW,Upper North Coast,Major Cities of Australia,-28.223742,153.468431
1227,14695,Ocean Shores Public School,166 Shara Boulevarde,Ocean Shores,2483,357,1044,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6680 2766,oceanshore-p.school@det.nsw.edu.au,6680 2764,N,Byron (A),Ballina,Richmond,Tamworth & Coffs Harbour,Lismore,Northern NSW,Upper North Coast,Inner Regional Australia,-28.491203,153.540337
1228,10761,Bilpin Public School,Bells Line of Road,Bilpin ,2758,67,1022,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4567 1154,bilpin-p.school@det.nsw.edu.au,4567 1388,N,Hawkesbury (C),Hawkesbury,Macquarie,Macquarie Park,Hawkesbury,Nepean Blue Mountains,Metropolitan West,Inner Regional Australia,-33.497331,150.516765
1230,10282,Binalong Public School,Dickinson Street,Binalong,2584,30,976,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6227 4381,binalong-p.school@det.nsw.edu.au,6227 4380,N,Yass Valley (A),Goulburn,Eden-Monaro,Dubbo & Wagga Wagga,Cootamundra,Southern NSW,Riverina 1,Inner Regional Australia,-34.670108,148.625718
1231,10417,Binda Public School,Queen St,Binda ,2583,11,776,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4835 6052,binda-p.school@det.nsw.edu.au,4835 6092,N,Upper Lachlan Shire (A),Goulburn,Hume,Dubbo & Wagga Wagga,Southern Tablelands,Southern NSW,Western 1 ,Outer Regional Australia,-34.331463,149.368114
1234,9506,Bingara Central School,Finch St,Bingara ,2404,197,912,Central/Community School,Not Selective,N,Comprehensive,Kinder to Year 12,N,N,N,Coed,6724 1606,bingara-c.school@det.nsw.edu.au,6724 1927,N,Gwydir (A),Northern Tablelands,New England,Tamworth & Coffs Harbour,Barwon,Hunter New England,North Western 2,Outer Regional Australia,-29.866705,150.56725
1237,16165,Binnaway Central School,David St,Binnaway,2395,67,832,Central/Community School,Not Selective,N,Comprehensive,Kinder to Year 12,N,N,N,Coed,6844 1606,binnaway-c.school@det.nsw.edu.au,6844 1601,N,Warrumbungle Shire (A),Barwon,Parkes,Dubbo & Wagga Wagga,Western Plains,Western NSW,North Western 1,Outer Regional Australia,-31.552793,149.374951
1238,10523,Binya Public School,16 Stephensons Rd,Binya,2665,13,1011,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6968 3221,binya-p.school@det.nsw.edu.au,6968 3206,N,Narrandera (A),Cootamundra,Farrer,Dubbo & Wagga Wagga,Griffith,Murrumbidgee,Riverina 1 ,Outer Regional Australia,-34.228678,146.353034
1240,5798,Birchgrove Public School,Birchgrove Rd,Balmain ,2041,356,1156,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,Y,N,N,Coed,9810 2469,birchgrove-p.school@det.nsw.edu.au,9555 8653,N,Leichhardt (A),Balmain,Grayndler,Ultimo,Port Jackson,Sydney,Metropolitan East,Major Cities of Australia,-33.853009,151.177045
1246,10873,Blackheath Public School,Leichhardt St,Blackheath ,2785,332,1077,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4787 8253,blackheath-p.school@det.nsw.edu.au,4787 8320,N,Blue Mountains (C),Blue Mountains,Macquarie,Macquarie Park,Blue Mountains,Nepean Blue Mountains,Metropolitan West,Inner Regional Australia,-33.639284,150.285831
1247,9186,Black Hill Public School,408 Black Hill Rd,Black Hill ,2322,103,1009,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4930 3137,blackhill-p.school@det.nsw.edu.au,4930 3105,N,Cessnock (C),Cessnock,Paterson,Tamworth & Coffs Harbour,Maitland,Hunter New England,Hunter,Major Cities of Australia,-32.838523,151.617131
1249,9415,Black Mountain Public School,815 Black Mountain Rd,Black Mountain ,2365,32,976,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6775 0192,blackmtn-p.school@det.nsw.edu.au,6775 0228,N,Guyra (A),Northern Tablelands,New England,Tamworth & Coffs Harbour,Northern Tablelands,Hunter New England,North Western 2,Outer Regional Australia,-30.308489,151.657688
1252,9362,Blackville Public School,O'Neile St,Blackville ,2343,15,939,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6747 4024,blackville-p.school@det.nsw.edu.au,6747 4100,N,Liverpool Plains (A),Upper Hunter,New England,Tamworth & Coffs Harbour,Wollemi,Hunter New England,North Western 1,Outer Regional Australia,-31.64044,150.237489
1254,9780,Blakebrook Public School,Rosehill Rd,Blakebrook ,2480,94,1002,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6629 3263,blakebrook-p.school@det.nsw.edu.au,6629 3181,N,Lismore (C),Lismore,Page,Tamworth & Coffs Harbour,Richmond Valley,Northern NSW,Upper North Coast,Inner Regional Australia,-28.763426,153.229992
1255,16167,Blakehurst Public School,Dewrang St,Blakehurst ,2221,288,1027,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,9546 1555,blakehurst-p.school@det.nsw.edu.au,9547 1796,N,Kogarah (C),Kogarah,Cook,Ultimo,Port Hacking,South Eastern Sydney,Metropolitan East,Major Cities of Australia,-33.98298,151.115779
1256,9340,Blandford Public School,New England Hwy,Blandford ,2338,41,999,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6546 6117,blandford-p.school@det.nsw.edu.au,6546 6023,N,Upper Hunter Shire (A),Upper Hunter,New England,Tamworth & Coffs Harbour,Wollemi,Hunter New England,Hunter,Outer Regional Australia,-31.778585,150.892725
1257,7791,Blaxcell Street Public School,352 Blaxcell Street,Granville,2142,810,951,Primary School,Not Selective,Y,Comprehensive,Kinder to Year 6,N,N,N,Coed,9632 8162,blaxcellst-p.school@det.nsw.edu.au,9892 2713,N,Parramatta (C),Auburn,Blaxland,Macquarie Park,Holroyd,Western Sydney,Metropolitan South West,Major Cities of Australia,-33.858068,151.006125
1258,5309,Blaxland Public School,Baden Place,Blaxland,2774,141,1043,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4739 2817,blaxland-p.school@det.nsw.edu.au,4739 8630,N,Blue Mountains (C),Blue Mountains,Macquarie,Macquarie Park,Blue Mountains,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.737103,150.603489
1260,10999,Blayney Public School,Lindsay St,Blayney ,2799,293,959,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6368 2154,blayney-p.school@det.nsw.edu.au,6368 3019,N,Blayney (A),Bathurst,Calare,Dubbo & Wagga Wagga,Bathurst,Western NSW,Western 1,Inner Regional Australia,-33.528987,149.251583
1261,10637,Blighty Public School,Blighty School Rd,Blighty ,2713,30,983,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,03 5882 6238,blighty-p.school@det.nsw.edu.au,03 5882 6248,N,Conargo (A),Murray,Farrer,Dubbo & Wagga Wagga,Deniliquin,Murrumbidgee,Riverina 2,Outer Regional Australia,-35.580094,145.349272
1266,9654,Boambee Public School,30 Lindsays Rd,Boambee,2450,428,985,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6653 1107,boambee-p.school@det.nsw.edu.au,6658 2543,N,Coffs Harbour (C),Coffs Harbour,Cowper,Tamworth & Coffs Harbour,Coffs Harbour,Mid North Coast,Lower North Coast,Inner Regional Australia,-30.334055,153.077009
1269,9539,Bobin Public School,Bulga Rd,Bobin ,2429,13,998,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6550 5147,bobin-p.school@det.nsw.edu.au,6550 5049,N,Greater Taree (C),Myall Lakes,Lyne,Tamworth & Coffs Harbour,Great Lakes,Hunter New England,Manning,Outer Regional Australia,-31.712682,152.28388
1271,9128,Bobs Farm Public School,764 Marsh Rd,Bobs Farm,2316,31,984,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4982 1179,bobsfarm-p.school@det.nsw.edu.au,4982 1982,N,Port Stephens (A),Port Stephens,Paterson,Tamworth & Coffs Harbour,Callaghan/Port Stephens,Hunter New England,Hunter,Inner Regional Australia,-32.766796,152.010937
1272,10175,Bodalla Public School,Potato Point Rd,Bodalla ,2545,89,915,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4473 5257,bodalla-p.school@det.nsw.edu.au,4473 5254,N,Eurobodalla (A),Bega,Eden-Monaro,Dubbo & Wagga Wagga,Far South Coast,Southern NSW,Lower South Coast,Outer Regional Australia,-36.09938,150.053879
1274,11105,Bogan Gate Public School,5 Bogan Street,Bogan Gate,2876,8,903,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6864 1124,bogangate-p.school@det.nsw.edu.au,6864 1046,N,Parkes (A),Orange,Riverina,Dubbo & Wagga Wagga,Lachlan,Western NSW,Western 1,Outer Regional Australia,-33.104968,147.797859
1275,14959,Boggabilla Central School,South St,Boggabilla ,2409,79,626,Central/Community School,Not Selective,N,Comprehensive,Kinder to Year 12,Y,N,N,Coed,07 4676 2104,boggabilla-c.school@det.nsw.edu.au,07 4676 2442,Y,Moree Plains (A),Northern Tablelands,Parkes,Tamworth & Coffs Harbour,Barwon,Hunter New England,North Western 1,Outer Regional Australia,-28.616586,150.361593
1276,9487,Boggabri Public School,Merton St,Boggabri ,2382,118,878,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6743 4526,boggabri-p.school@det.nsw.edu.au,6743 4276,N,Narrabri (A),Barwon,Parkes,Tamworth & Coffs Harbour,Tamworth,Hunter New England,North Western 1,Outer Regional Australia,-30.705682,150.043053
1286,9156,Bolwarra Public School,Bolwarra Rd,Bolwarra ,2320,473,1041,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4930 1296,bolwarra-p.school@det.nsw.edu.au,4930 0032,N,Maitland (C),Maitland,Lyne,Tamworth & Coffs Harbour,Maitland,Hunter New England,Hunter ,Major Cities of Australia,-32.706994,151.573008
1287,10168,Bomaderry Public School,Cambewarra Rd,Bomaderry ,2541,332,897,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4421 6577,bomaderry-p.school@det.nsw.edu.au,4423 1847,N,Shoalhaven (C),Kiama,Gilmore,Dubbo & Wagga Wagga,South Coast,Illawarra Shoalhaven,Upper South Coast,Inner Regional Australia,-34.847379,150.608269
1288,10436,Bombala Public School,8 Bright St,Bombala,2632,124,947,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6458 3423,bombala-p.school@det.nsw.edu.au,6458 3376,N,Bombala (A),Monaro,Eden-Monaro,Dubbo & Wagga Wagga,Queanbeyan,Southern NSW,Lower South Coast,Outer Regional Australia,-36.918986,149.233792
1290,6443,Bonalbo Central School,Yabbra St,Bonalbo,2469,144,880,Central/Community School,Not Selective,N,Comprehensive,Kinder to Year 12,N,N,N,Coed,6665 1205,bonalbo-c.school@det.nsw.edu.au,6665 1251,N,Kyogle (A),Lismore,Page,Tamworth & Coffs Harbour,Clarence Valley,Northern NSW,Upper North Coast,Outer Regional Australia,-28.735472,152.623959
1292,4421,Bondi Beach Public School,Campbell Pde,Bondi Beach ,2026,604,1144,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,9130 2116,bondibeach-p.school@det.nsw.edu.au,9130 3932,N,Waverley (A),Vaucluse,Wentworth,Ultimo,Port Jackson,South Eastern Sydney,Metropolitan East,Major Cities of Australia,-33.8883,151.276821
1293,10666,Bongongo Public School,Adjungbilly Rd,Adjungbilly,2727,13,928,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6946 6214,bongongo-p.school@det.nsw.edu.au,6946 6207,N,Gundagai (A),Cootamundra,Riverina,Dubbo & Wagga Wagga,Cootamundra,Murrumbidgee,Riverina 1,Outer Regional Australia,-35.08463,148.399517
1296,16154,Bonshaw Public School,Texas St,Bonshaw ,2361,14,1007,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,07 4653 5147,bonshaw-p.school@det.nsw.edu.au,07 4653 5232,Y,Inverell (A),Northern Tablelands,New England,Tamworth & Coffs Harbour,Barwon,Hunter New England,North Western 2,Outer Regional Australia,-29.046366,151.278092
1297,9630,Bonville Public School,11 Gleniffer Rd,Bonville ,2441,140,1007,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6653 4250,bonville-p.school@det.nsw.edu.au,6653 4092,N,Coffs Harbour (C),Coffs Harbour,Cowper,Tamworth & Coffs Harbour,Coffs Harbour,Mid North Coast,Lower North Coast,Inner Regional Australia,-30.379782,153.032316
1302,8988,Boolaroo Public School,Main Rd & Second St,Boolaroo ,2284,52,903,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,4958 1479,boolaroo-p.school@det.nsw.edu.au,4958 2208,N,Lake Macquarie (C),Lake Macquarie,Shortland,Tamworth & Coffs Harbour,Lake Macquarie West,Hunter New England,Hunter ,Major Cities of Australia,-32.951196,151.622765
1303,10631,Booligal Public School,Harvey St,Booligal ,2711,10,1055,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,N,N,N,Coed,6993 8107,booligal-p.school@det.nsw.edu.au,6993 8167,Y,Hay (A),Murray,Farrer,Dubbo & Wagga Wagga,Deniliquin,Murrumbidgee,Riverina 2 ,Remote Australia,-33.86704,144.886395
